latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-16.25718,168.10219,346.52,0.39,0.36,2024-01-19,02:23,2,nominal,2.0NRT,301.61,5.86,D
-41.13604,146.84978,326.2,0.4,0.37,2024-01-19,03:57,2,low,2.0NRT,300.68,3.23,D
-41.13538,146.8546,334.13,0.4,0.37,2024-01-19,03:57,2,nominal,2.0NRT,303.75,4.36,D
-40.85068,145.38071,329.51,0.44,0.38,2024-01-19,03:57,2,nominal,2.0NRT,299.96,3.87,D
-34.46069,150.88554,339.46,0.47,0.4,2024-01-19,03:59,2,nominal,2.0NRT,298.66,5.53,D
-30.93241,150.34433,342.32,0.51,0.41,2024-01-19,04:01,2,low,2.0NRT,314.17,4.69,D
-30.93342,150.33907,350.46,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,315.39,4.69,D
-30.92969,150.3381,344.21,0.51,0.41,2024-01-19,04:01,2,low,2.0NRT,317.01,4.69,D
-30.9307,150.33286,346.99,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,315.42,7.75,D
-30.49163,151.40327,332.72,0.39,0.44,2024-01-19,04:01,2,nominal,2.0NRT,306.2,3.37,D
-29.57291,149.87172,351.5,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,317.73,9.27,D
-28.73634,148.97583,367,0.47,0.4,2024-01-19,04:01,2,high,2.0NRT,318.09,14.79,D
-29.56675,149.86244,350.64,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,319.21,9.39,D
-29.56578,149.8676,356.75,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,317.79,9.39,D
-29.56482,149.87279,346.22,0.51,0.41,2024-01-19,04:01,2,low,2.0NRT,318.52,7.64,D
-29.57048,149.86337,354.19,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,318.56,6.33,D
-29.56952,149.86853,356.22,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,317.58,6.33,D
-29.57422,149.86429,353.01,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,317.53,6.33,D
-29.57326,149.86948,355.74,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,317.8,6.33,D
-29.5627,149.86377,351.57,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,319.62,12.03,D
-29.56644,149.86469,358.77,0.51,0.41,2024-01-19,04:01,2,low,2.0NRT,318.8,12.03,D
-29.56544,149.86986,358.8,0.51,0.41,2024-01-19,04:01,2,low,2.0NRT,318.81,19.19,D
-29.57017,149.86562,358.89,0.51,0.41,2024-01-19,04:01,2,low,2.0NRT,318.78,10.16,D
-29.56918,149.87079,356.52,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,318.22,9.27,D
-29.5739,149.86655,359.5,0.51,0.41,2024-01-19,04:01,2,low,2.0NRT,318.29,10.16,D
-29.57489,149.86137,348.68,0.5,0.41,2024-01-19,04:01,2,nominal,2.0NRT,318.49,10.16,D
-26.0211,150.29863,334.91,0.41,0.45,2024-01-19,04:01,2,nominal,2.0NRT,303.91,11.34,D
-28.6477,146.8414,345.44,0.4,0.37,2024-01-19,04:01,2,low,2.0NRT,317.89,12.37,D
-28.65107,146.84213,348.63,0.4,0.37,2024-01-19,04:01,2,nominal,2.0NRT,318.16,12.8,D
-28.74974,148.36446,337.95,0.45,0.39,2024-01-19,04:01,2,low,2.0NRT,309.28,7.06,D
-28.73271,148.97496,350.17,0.47,0.4,2024-01-19,04:01,2,nominal,2.0NRT,317.06,14.79,D
-28.73721,148.97101,346.9,0.47,0.4,2024-01-19,04:01,2,nominal,2.0NRT,316.36,10.6,D
-32.0096,150.4115,345.18,0.49,0.4,2024-01-19,04:01,2,nominal,2.0NRT,307.43,9.04,D
-31.00386,151.77524,344.41,0.4,0.44,2024-01-19,04:01,2,nominal,2.0NRT,316.25,14.81,D
-31.02075,151.6087,342.91,0.39,0.44,2024-01-19,04:01,2,nominal,2.0NRT,311.51,3.63,D
-31.01676,151.60771,337.31,0.39,0.44,2024-01-19,04:01,2,low,2.0NRT,311.72,3.63,D
-30.94736,150.34818,346.16,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,315.41,4.58,D
-30.94837,150.34293,339.82,0.51,0.41,2024-01-19,04:01,2,low,2.0NRT,314.4,4.58,D
-30.94363,150.34723,346.41,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,315.62,4.58,D
-30.94262,150.35248,346.94,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,315.44,7.4,D
-30.93888,150.3515,352.45,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,317.71,7.67,D
-30.93989,150.34627,348,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,315.2,5.22,D
-30.93514,150.35054,346.93,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,317.19,7.67,D
-30.93615,150.34529,348.77,0.51,0.41,2024-01-19,04:01,2,nominal,2.0NRT,314.63,5.22,D
-20.99217,146.69531,336.35,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,296.81,3.21,D
-20.75081,146.74019,336.84,0.48,0.4,2024-01-19,04:04,2,nominal,2.0NRT,300.61,7.19,D
-20.75,146.74472,340.17,0.48,0.4,2024-01-19,04:04,2,nominal,2.0NRT,302.32,7.09,D
-20.83405,146.6304,340.46,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,304.5,6.2,D
-20.87526,146.82536,335.51,0.48,0.4,2024-01-19,04:04,2,nominal,2.0NRT,297.98,2.17,D
-20.91508,146.7058,338.11,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,301.34,13.19,D
-20.91873,146.70648,347.77,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,302.09,16.19,D
-20.92158,146.71169,337.51,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,301.53,9.07,D
-20.92522,146.7124,337.88,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,301.97,7.62,D
-20.92965,146.70857,350.8,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,302.5,19.78,D
-20.92886,146.7131,336.93,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,300.53,7.62,D
-22.66452,147.50488,339.34,0.49,0.4,2024-01-19,04:04,2,nominal,2.0NRT,299.46,9.1,D
-22.65799,147.49854,334.24,0.49,0.4,2024-01-19,04:04,2,nominal,2.0NRT,300.94,4.62,D
-22.20946,146.60217,334,0.45,0.39,2024-01-19,04:04,2,nominal,2.0NRT,297.34,4.06,D
-22.20514,146.60582,334.75,0.45,0.39,2024-01-19,04:04,2,nominal,2.0NRT,296.97,7.68,D
-22.20666,146.59709,344.67,0.45,0.39,2024-01-19,04:04,2,nominal,2.0NRT,298.05,8.8,D
-22.20742,146.59273,355.77,0.45,0.39,2024-01-19,04:04,2,nominal,2.0NRT,298.43,8.8,D
-22.20818,146.58838,347.54,0.45,0.39,2024-01-19,04:04,2,nominal,2.0NRT,298.38,10.11,D
-21.0223,146.67337,344.65,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,301.33,9.46,D
-21.01946,146.66817,367,0.47,0.4,2024-01-19,04:04,2,high,2.0NRT,302.21,15.13,D
-21.02024,146.66371,367,0.47,0.4,2024-01-19,04:04,2,high,2.0NRT,301.18,15.13,D
-21.01867,146.67264,336.41,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,299.24,9.46,D
-21.01427,146.67641,345.08,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,300.53,9.44,D
-21.01583,146.66743,336.65,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,296.24,25.48,D
-21.00985,146.68018,336.31,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,301.28,14.16,D
-21.01064,146.67567,335.71,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,298.51,9.44,D
-21.00069,146.71106,334.69,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,296.71,9.15,D
-21.00622,146.67946,352.19,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,297.72,12.52,D
-21.00023,146.69221,334.74,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,290.09,4.12,D
-20.99501,146.70058,333.55,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,291.54,3.21,D
-20.99581,146.69601,335.31,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,298.28,3.21,D
-20.97925,146.68341,333.61,0.47,0.4,2024-01-19,04:04,2,nominal,2.0NRT,299.75,6.33,D
-23.49312,150.63808,352,0.47,0.48,2024-01-19,04:04,2,nominal,2.0NRT,295.54,16.75,D
-23.49267,150.63956,343.77,0.47,0.48,2024-01-19,04:04,2,nominal,2.0NRT,294.92,12.16,D
-23.18539,150.10182,333.58,0.44,0.46,2024-01-19,04:04,2,nominal,2.0NRT,300.2,6.2,D
-23.18626,150.09741,344.19,0.44,0.46,2024-01-19,04:04,2,nominal,2.0NRT,300.44,6.2,D
-23.18204,150.09639,330.62,0.44,0.46,2024-01-19,04:04,2,nominal,2.0NRT,299.57,6.2,D
-23.15743,149.47708,334.36,0.41,0.45,2024-01-19,04:04,2,low,2.0NRT,305.09,8.42,D
-23.15335,149.47615,333,0.41,0.45,2024-01-19,04:04,2,low,2.0NRT,304.4,8.42,D
