latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-40.01019,175.51991,331.09,0.32,0.55,2024-01-17,02:53,2,nominal,2.0NRT,289.88,2.36,D
-28.49219,148.02907,367,0.53,0.67,2024-01-17,02:57,2,high,2.0NRT,297.17,23.98,D
-28.49811,148.03496,341.18,0.53,0.67,2024-01-17,02:57,2,nominal,2.0NRT,295.89,13.4,D
-28.49844,148.02945,367,0.53,0.67,2024-01-17,02:57,2,high,2.0NRT,296.35,13.9,D
-28.50469,148.02986,356.44,0.53,0.67,2024-01-17,02:57,2,low,2.0NRT,289.89,13.9,D
-28.50436,148.03535,339.33,0.53,0.67,2024-01-17,02:57,2,nominal,2.0NRT,295.94,13.4,D
-28.2829,151.90846,330.33,0.61,0.53,2024-01-17,02:57,2,nominal,2.0NRT,298.66,10.01,D
-30.8626,151.67731,328.88,0.34,0.56,2024-01-17,02:57,2,nominal,2.0NRT,295.58,6.29,D
-28.49252,148.02357,367,0.53,0.67,2024-01-17,02:57,2,high,2.0NRT,297.41,23.98,D
-28.49286,148.01808,367,0.53,0.67,2024-01-17,02:57,2,high,2.0NRT,297.46,26.44,D
-24.21577,148.54344,331.96,0.45,0.63,2024-01-17,03:00,2,nominal,2.0NRT,302.93,5.75,D
-26.1713,150.85078,335.87,0.34,0.56,2024-01-17,03:00,2,nominal,2.0NRT,294.68,4.48,D
-26.17736,150.84123,330.35,0.34,0.56,2024-01-17,03:00,2,nominal,2.0NRT,295.21,6.98,D
-26.17676,150.84804,331.52,0.34,0.56,2024-01-17,03:00,2,nominal,2.0NRT,294.92,9.15,D
-26.17706,150.84465,367,0.34,0.56,2024-01-17,03:00,2,high,2.0NRT,296.75,9.15,D
-27.06884,150.46556,330.69,0.36,0.58,2024-01-17,03:00,2,low,2.0NRT,301.43,10.96,D
-27.3058,152.04047,340.62,0.58,0.52,2024-01-17,03:00,2,nominal,2.0NRT,282.38,8.19,D
-27.50123,150.08514,367,0.39,0.59,2024-01-17,03:00,2,high,2.0NRT,297.38,7.66,D
-27.50672,150.08565,331.75,0.39,0.59,2024-01-17,03:00,2,nominal,2.0NRT,297.03,7.66,D
-24.21603,148.5388,332.52,0.45,0.63,2024-01-17,03:00,2,nominal,2.0NRT,303.68,8.56,D
-24.20985,148.54272,333.17,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,304.09,12.18,D
-24.21021,148.53828,333.47,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,303.73,8.56,D
-24.2116,148.5206,330.84,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,301.68,13.83,D
-24.21539,148.54788,329.63,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,301.44,5.75,D
-24.21615,148.53903,333.02,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,303.82,8.78,D
-24.20957,148.54739,330.39,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,302.67,5.75,D
-24.20995,148.54295,333.28,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,303.92,5.75,D
-24.21033,148.53853,333.56,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,303.82,8.78,D
-24.21184,148.52089,330.87,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,301.5,6.82,D
-24.21222,148.51643,329.47,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,301.14,6.82,D
-24.20451,148.53801,331.34,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,302.74,14.7,D
-23.57735,149.45227,341.69,0.39,0.59,2024-01-17,03:00,2,nominal,2.0NRT,293.11,4.54,D
-23.08027,149.34567,355.09,0.39,0.59,2024-01-17,03:00,2,nominal,2.0NRT,294.2,12.39,D
-23.0806,149.3419,355.68,0.39,0.59,2024-01-17,03:00,2,nominal,2.0NRT,295.54,12.39,D
-23.08093,149.33812,326.14,0.39,0.59,2024-01-17,03:00,2,nominal,2.0NRT,294.63,6.92,D
-23.0794,149.34502,367,0.39,0.59,2024-01-17,03:00,2,high,2.0NRT,294.94,10.32,D
-23.07975,149.34126,347.59,0.39,0.59,2024-01-17,03:00,2,nominal,2.0NRT,295.6,10.32,D
-25.63325,151.90086,329.43,0.57,0.52,2024-01-17,03:00,2,low,2.0NRT,301.42,18.93,D
-25.61928,151.89708,326.63,0.57,0.52,2024-01-17,03:00,2,low,2.0NRT,299.92,13.14,D
-25.67442,150.28896,335.68,0.36,0.57,2024-01-17,03:00,2,nominal,2.0NRT,286.68,6.98,D
-25.67474,150.28532,356.54,0.36,0.57,2024-01-17,03:00,2,nominal,2.0NRT,287.65,11.65,D
-25.6691,150.2885,367,0.36,0.57,2024-01-17,03:00,2,high,2.0NRT,290.54,11.7,D
-25.66848,150.29579,338.34,0.36,0.57,2024-01-17,03:00,2,nominal,2.0NRT,284.21,11,D
-25.66879,150.29214,350.56,0.36,0.57,2024-01-17,03:00,2,nominal,2.0NRT,288.57,11.7,D
-25.66942,150.28487,351.78,0.36,0.57,2024-01-17,03:00,2,nominal,2.0NRT,289.98,14.43,D
-25.52757,148.54576,367,0.46,0.64,2024-01-17,03:00,2,high,2.0NRT,296.11,17.44,D
-25.52167,148.54532,367,0.46,0.64,2024-01-17,03:00,2,high,2.0NRT,291.86,17.44,D
-25.22663,146.7011,330.56,0.6,0.71,2024-01-17,03:00,2,nominal,2.0NRT,300.09,20,D
-24.83292,150.15233,329.63,0.36,0.57,2024-01-17,03:00,2,low,2.0NRT,299.71,5.71,D
-24.77194,149.88455,354.79,0.37,0.58,2024-01-17,03:00,2,nominal,2.0NRT,294.28,12.57,D
-24.77225,149.88104,340.06,0.37,0.58,2024-01-17,03:00,2,nominal,2.0NRT,292.94,9.53,D
-24.41789,148.51146,328.45,0.45,0.63,2024-01-17,03:00,2,low,2.0NRT,300.66,7.92,D
-24.41642,148.3152,338.76,0.47,0.64,2024-01-17,03:00,2,nominal,2.0NRT,286.8,8.08,D
-24.41051,148.31464,367,0.47,0.64,2024-01-17,03:00,2,high,2.0NRT,292.05,13.75,D
-24.41126,148.30548,343.14,0.47,0.64,2024-01-17,03:00,2,nominal,2.0NRT,289.15,17.46,D
-24.41163,148.30095,328.49,0.47,0.64,2024-01-17,03:00,2,nominal,2.0NRT,288.3,16.47,D
