latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
46.754,-71.20204,309.24,0.39,0.36,2024-06-21,06:42,N21,nominal,2.0NRT,289.22,1.02,N
48.18644,-64.92061,296.71,0.46,0.39,2024-06-21,06:42,N21,nominal,2.0NRT,280.25,1,N
40.63721,-74.22113,313.94,0.4,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,297.35,1.83,N
40.63655,-74.21648,307.8,0.4,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,294.81,1.83,N
41.56733,-84.05678,302.95,0.36,0.58,2024-06-21,06:44,N21,nominal,2.0NRT,290.83,1.74,N
42.29406,-83.1655,312.65,0.33,0.55,2024-06-21,06:44,N21,nominal,2.0NRT,288.1,1.2,N
42.2943,-83.16955,315.09,0.33,0.55,2024-06-21,06:44,N21,nominal,2.0NRT,288.33,2.45,N
42.30355,-83.15237,303.44,0.33,0.55,2024-06-21,06:44,N21,nominal,2.0NRT,288.64,0.94,N
42.30379,-83.15637,304.49,0.33,0.55,2024-06-21,06:44,N21,nominal,2.0NRT,288.76,0.94,N
42.31041,-82.05392,300.45,0.58,0.52,2024-06-21,06:44,N21,nominal,2.0NRT,288.32,0.93,N
42.76533,-82.45795,302.15,0.62,0.54,2024-06-21,06:44,N21,nominal,2.0NRT,287.96,0.59,N
42.91547,-83.3143,326.56,0.34,0.56,2024-06-21,06:44,N21,nominal,2.0NRT,287.88,2.05,N
42.9512,-82.36103,301.69,0.61,0.54,2024-06-21,06:44,N21,nominal,2.0NRT,287.77,1.36,N
42.79818,-80.09491,300.87,0.47,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,288.96,1.42,N
42.80301,-80.09997,319.11,0.47,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,290.17,4.62,N
42.80348,-80.10571,330.75,0.47,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,289.55,4.62,N
42.8069,-80.09357,304.02,0.47,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,289.62,2.2,N
42.80737,-80.0993,336.08,0.47,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,290.8,3.53,N
42.81173,-80.09863,301.37,0.47,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,289.27,3.53,N
42.81562,-80.09227,321.69,0.47,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,289.97,2.29,N
43.18634,-84.84541,310.68,0.41,0.61,2024-06-21,06:44,N21,nominal,2.0NRT,286.7,1.3,N
42.49563,-73.81628,309.73,0.4,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,292.43,1.14,N
45.07151,-83.40844,299.5,0.36,0.57,2024-06-21,06:44,N21,nominal,2.0NRT,285.36,2.8,N
45.07129,-83.40384,328.65,0.36,0.57,2024-06-21,06:44,N21,nominal,2.0NRT,287.43,3.92,N
45.3053,-74.99234,310.7,0.45,0.39,2024-06-21,06:44,N21,nominal,2.0NRT,286.07,1.3,N
45.61398,-74.70763,318.8,0.45,0.39,2024-06-21,06:44,N21,nominal,2.0NRT,290.14,2.07,N
45.77955,-73.91006,299.91,0.43,0.38,2024-06-21,06:44,N21,nominal,2.0NRT,285.61,0.37,N
45.8376,-73.24764,312.06,0.41,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,292.15,2.01,N
45.8383,-73.2529,314.92,0.41,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,291.25,1.77,N
45.61984,-71.60406,301.86,0.39,0.36,2024-06-21,06:44,N21,nominal,2.0NRT,286.98,0.89,N
46.04152,-73.14468,316.08,0.41,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,291.66,1.74,N
46.0442,-73.1385,314.06,0.41,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,292.17,1.56,N
46.0449,-73.14376,311.73,0.41,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,292.24,1.56,N
46.37088,-72.38772,304,0.4,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,291.95,0.94,N
41.56689,-84.04801,313.34,0.36,0.58,2024-06-21,06:44,N21,nominal,2.0NRT,291.23,1.89,N
41.56666,-84.04364,312.3,0.36,0.58,2024-06-21,06:44,N21,nominal,2.0NRT,290.8,1.89,N
40.98875,-77.05339,302.21,0.49,0.4,2024-06-21,06:44,N21,nominal,2.0NRT,291.22,0.47,N
40.729,-75.30375,304.32,0.42,0.38,2024-06-21,06:44,N21,nominal,2.0NRT,293.2,1.01,N
40.71677,-75.39841,307.92,0.42,0.38,2024-06-21,06:44,N21,nominal,2.0NRT,293.22,1.49,N
41.47034,-83.3649,302.5,0.33,0.56,2024-06-21,06:44,N21,nominal,2.0NRT,291.18,1.25,N
41.46547,-83.36936,310.79,0.33,0.56,2024-06-21,06:44,N21,nominal,2.0NRT,291.74,2.56,N
41.46523,-83.36533,309.34,0.33,0.56,2024-06-21,06:44,N21,nominal,2.0NRT,291.25,1.25,N
41.4601,-83.36582,309.69,0.33,0.56,2024-06-21,06:44,N21,nominal,2.0NRT,292.03,1.12,N
40.66587,-75.22655,303.65,0.42,0.38,2024-06-21,06:44,N21,nominal,2.0NRT,292.44,0.72,N
41.21867,-80.51166,313.99,0.47,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,291.71,2.01,N
41.30518,-82.16878,305.65,0.58,0.52,2024-06-21,06:44,N21,nominal,2.0NRT,289.99,1.18,N
41.30539,-82.16898,304.44,0.58,0.52,2024-06-21,06:44,N21,nominal,2.0NRT,289.97,1.38,N
40.89253,-77.70759,310.88,0.52,0.41,2024-06-21,06:44,N21,nominal,2.0NRT,292.05,1.42,N
41.13136,-80.692,303.22,0.48,0.48,2024-06-21,06:44,N21,nominal,2.0NRT,290.9,0.96,N
41.37025,-84.92356,306.82,0.4,0.6,2024-06-21,06:44,N21,nominal,2.0NRT,291.89,3.16,N
41.3647,-84.92401,334.92,0.4,0.6,2024-06-21,06:44,N21,nominal,2.0NRT,291.2,3.16,N
40.67088,-76.37688,309.59,0.46,0.39,2024-06-21,06:44,N21,nominal,2.0NRT,292.12,0.99,N
41.37098,-84.92714,301.54,0.4,0.6,2024-06-21,06:44,N21,nominal,2.0NRT,291.15,2.09,N
41.3705,-84.91743,305.29,0.4,0.6,2024-06-21,06:44,N21,nominal,2.0NRT,291.29,1.6,N
41.36519,-84.9227,341.39,0.4,0.6,2024-06-21,06:44,N21,nominal,2.0NRT,291.33,5.14,N
42.28896,-83.16604,300.78,0.33,0.55,2024-06-21,06:44,N21,nominal,2.0NRT,288.01,1.2,N
41.22383,-83.21006,323.49,0.33,0.55,2024-06-21,06:44,N21,nominal,2.0NRT,292.67,2.4,N
40.24752,-74.11736,302.93,0.39,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,291.86,0.37,N
40.23812,-74.11734,308.55,0.39,0.37,2024-06-21,06:44,N21,nominal,2.0NRT,292.91,0.38,N
40.83151,-79.93608,308.59,0.44,0.46,2024-06-21,06:44,N21,nominal,2.0NRT,291.33,1.94,N
