latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.20133,-70.81577,332.55,0.38,0.59,2024-08-01,05:42,N21,nominal,2.0NRT,288.08,3.97,N
48.25526,-79.02289,302.77,0.39,0.36,2024-08-01,07:14,N21,nominal,2.0NRT,289.84,1.82,N
48.25197,-79.02395,328.81,0.39,0.36,2024-08-01,07:14,N21,nominal,2.0NRT,291.74,1.82,N
46.04153,-73.13988,317.39,0.49,0.4,2024-08-01,07:14,N21,nominal,2.0NRT,290.67,2.56,N
40.75528,-81.43638,303.76,0.39,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,292.19,1.63,N
40.75595,-81.44093,321.08,0.39,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,292.7,1.63,N
40.90596,-82.39816,306.74,0.4,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,290.7,0.84,N
40.66716,-80.34422,309.54,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,292.58,1.43,N
41.36549,-84.92554,312.88,0.49,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,287.04,1.96,N
41.36483,-84.91975,325.29,0.49,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,288.42,1.96,N
41.36851,-84.91901,303.22,0.49,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,289.04,1.96,N
41.36917,-84.9248,303.96,0.49,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,288.52,1.96,N
41.37285,-84.92406,303.69,0.49,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,289.27,2.34,N
41.22445,-83.20921,326.29,0.42,0.38,2024-08-01,07:16,N21,nominal,2.0NRT,294.57,3.67,N
40.83087,-80.31778,311.29,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,291.63,0.94,N
41.01962,-81.1033,302.42,0.39,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,291.37,0.41,N
45.83751,-73.25368,303,0.49,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,290.58,1.05,N
45.83626,-73.24763,300.79,0.49,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,290.61,1.22,N
45.78211,-73.90961,305.86,0.46,0.39,2024-08-01,07:16,N21,nominal,2.0NRT,290.03,0.86,N
45.33859,-73.52547,303.85,0.49,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,291,0.74,N
45.30413,-74.99413,312.25,0.44,0.38,2024-08-01,07:16,N21,nominal,2.0NRT,292.08,1.32,N
46.52413,-84.37051,305.85,0.53,0.42,2024-08-01,07:16,N21,nominal,2.0NRT,290.12,1.51,N
46.52103,-84.37819,325.03,0.53,0.42,2024-08-01,07:16,N21,nominal,2.0NRT,291.3,2.29,N
46.51721,-84.37902,300.32,0.53,0.42,2024-08-01,07:16,N21,nominal,2.0NRT,288.75,2.29,N
45.97512,-85.87728,302.39,0.4,0.44,2024-08-01,07:16,N21,nominal,2.0NRT,280.69,0.97,N
44.16709,-76.80254,308.91,0.41,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,293.33,1.2,N
45.31716,-85.30158,304.73,0.56,0.43,2024-08-01,07:16,N21,nominal,2.0NRT,290.74,1.68,N
45.07382,-83.40284,302.1,0.47,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,288.51,1.43,N
45.07021,-83.40364,319.27,0.47,0.4,2024-08-01,07:16,N21,nominal,2.0NRT,289.22,1.43,N
44.07581,-79.53316,327.24,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,290.45,2.6,N
43.86555,-79.50173,307.49,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,291.21,0.62,N
42.49612,-73.81523,303.46,0.54,0.42,2024-08-01,07:16,N21,nominal,2.0NRT,290.97,1.24,N
43.49098,-79.62583,307.73,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,293.02,1.11,N
43.08007,-77.37981,307.53,0.4,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,291.09,0.52,N
42.92401,-76.84974,303.77,0.42,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,290.75,0.33,N
43.27445,-79.7962,318.95,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,291.89,1.57,N
43.27263,-79.80649,305.57,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,291.31,1.12,N
43.27191,-79.80182,308.86,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,291.12,1.57,N
43.26936,-79.80743,317.24,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,291.42,1.52,N
43.29332,-79.98593,301.63,0.39,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,284.05,0.76,N
43.2661,-79.80837,316.59,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,290.73,1.52,N
43.26538,-79.8037,309.4,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,290.4,1.73,N
43.26284,-79.80931,323.41,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,291.78,2.93,N
42.0477,-73.97638,311.01,0.54,0.42,2024-08-01,07:16,N21,nominal,2.0NRT,291.31,1.69,N
42.04939,-73.9754,310.54,0.54,0.42,2024-08-01,07:16,N21,nominal,2.0NRT,291.49,1.23,N
39.9374,-76.81416,303.94,0.45,0.39,2024-08-01,07:16,N21,nominal,2.0NRT,293.12,1.17,N
42.81063,-80.09541,307.51,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,292.35,1.39,N
42.80992,-80.09077,316.1,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,292.33,1.39,N
42.80737,-80.09633,332.28,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,293.77,3.37,N
42.8041,-80.09725,322.53,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,293.86,3.37,N
42.80154,-80.10281,335.24,0.38,0.36,2024-08-01,07:16,N21,nominal,2.0NRT,293.26,7.27,N
43.10061,-82.69872,307.77,0.43,0.38,2024-08-01,07:16,N21,nominal,2.0NRT,291.84,0.98,N
42.96621,-81.86824,309.41,0.41,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,292.54,0.48,N
42.81826,-81.32803,305.03,0.4,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,291.17,0.89,N
42.94926,-82.41705,307.26,0.42,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,296.05,1.21,N
42.87703,-82.40317,328.97,0.42,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,295.19,2.48,N
42.77532,-82.48198,313.88,0.42,0.37,2024-08-01,07:16,N21,nominal,2.0NRT,294,1.43,N
