latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
48.18686,-64.92004,299.7,0.47,0.39,2024-08-26,06:03,N21,nominal,2.0NRT,278.93,1.05,N
42.80608,-80.1005,326.12,0.73,0.76,2024-08-26,06:05,N21,nominal,2.0NRT,289.38,9.66,N
42.81308,-80.09158,308.13,0.73,0.76,2024-08-26,06:05,N21,nominal,2.0NRT,287.6,6.24,N
42.81131,-80.09336,314.75,0.73,0.76,2024-08-26,06:05,N21,nominal,2.0NRT,287.77,5.13,N
43.26078,-79.81175,312.22,0.7,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,289.04,3.39,N
43.26767,-79.80309,302.42,0.7,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,288.64,5.31,N
43.2677,-79.81181,306.53,0.7,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,288.89,3.39,N
43.27456,-79.79456,318.04,0.7,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,288.65,3.91,N
43.27459,-79.80319,306.53,0.7,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,288.57,3.91,N
43.26024,-79.80957,316.88,0.71,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,289.22,4.06,N
43.26716,-79.8096,316.6,0.71,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,290.05,5.52,N
43.27411,-79.79231,299.71,0.7,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,288.09,3.74,N
43.27409,-79.80098,320.54,0.7,0.75,2024-08-26,06:05,N21,nominal,2.0NRT,288.76,5.52,N
44.16582,-76.80536,297.54,0.5,0.66,2024-08-26,06:05,N21,nominal,2.0NRT,286.64,1.33,N
45.11299,-73.01265,305.54,0.33,0.55,2024-08-26,06:05,N21,nominal,2.0NRT,286.07,1.08,N
45.33952,-73.52642,296.23,0.35,0.57,2024-08-26,06:05,N21,nominal,2.0NRT,286.14,0.75,N
46.04314,-73.14162,300.98,0.34,0.56,2024-08-26,06:05,N21,nominal,2.0NRT,286.96,1.53,N
38.77991,-79.39342,296.5,0.64,0.72,2024-08-26,06:08,N21,nominal,2.0NRT,286,1,N
40.89204,-77.70989,318.06,0.53,0.67,2024-08-26,06:08,N21,nominal,2.0NRT,287.9,3.81,N
40.71761,-75.4005,300.44,0.4,0.6,2024-08-26,06:08,N21,nominal,2.0NRT,288.54,1.38,N
40.63878,-74.22331,304.24,0.34,0.56,2024-08-26,06:08,N21,nominal,2.0NRT,292.05,0.85,N
40.6243,-75.30597,301.22,0.39,0.6,2024-08-26,06:08,N21,nominal,2.0NRT,288.04,0.5,N
40.66779,-76.38109,300.11,0.45,0.63,2024-08-26,06:08,N21,nominal,2.0NRT,287.77,0.68,N
40.39193,-79.85621,325.13,0.69,0.74,2024-08-26,06:08,N21,nominal,2.0NRT,287.62,5.55,N
40.15269,-74.77057,315.74,0.37,0.58,2024-08-26,06:08,N21,nominal,2.0NRT,288.36,1.33,N
40.1386,-74.80653,300.93,0.37,0.58,2024-08-26,06:08,N21,nominal,2.0NRT,288.94,0.53,N
39.94978,-76.76916,301.67,0.47,0.64,2024-08-26,06:08,N21,nominal,2.0NRT,288.78,0.85,N
39.93993,-76.81921,299.31,0.47,0.64,2024-08-26,06:08,N21,nominal,2.0NRT,287.93,2.02,N
39.93971,-76.81369,307.71,0.47,0.64,2024-08-26,06:08,N21,nominal,2.0NRT,288.38,2.05,N
39.58864,-75.63601,307.08,0.4,0.6,2024-08-26,06:08,N21,nominal,2.0NRT,291.48,1.95,N
39.42155,-74.54387,300.15,0.35,0.57,2024-08-26,06:08,N21,nominal,2.0NRT,288.03,0.32,N
33.01345,-79.88819,304.95,0.63,0.72,2024-08-26,06:10,N21,nominal,2.0NRT,288.57,1.38,N
18.00658,-66.6541,304.45,0.43,0.38,2024-08-26,06:14,N21,nominal,2.0NRT,293.74,0.67,N
46.50793,-84.4043,301.35,0.39,0.37,2024-08-26,07:46,N21,nominal,2.0NRT,289.73,1.16,N
44.16718,-76.80089,301.98,0.54,0.51,2024-08-26,07:46,N21,nominal,2.0NRT,288.3,1.56,N
45.97266,-85.87609,300.57,0.38,0.36,2024-08-26,07:46,N21,nominal,2.0NRT,289.93,0.49,N
46.73207,-92.07493,298.64,0.52,0.42,2024-08-26,07:46,N21,nominal,2.0NRT,286.98,1.28,N
48.25307,-79.02248,306.42,0.52,0.42,2024-08-26,07:46,N21,nominal,2.0NRT,288.44,1.08,N
49.90863,-98.30035,310.85,0.35,0.57,2024-08-26,07:46,N21,nominal,2.0NRT,286.12,1.06,N
49.83111,-99.91467,304.93,0.42,0.61,2024-08-26,07:46,N21,nominal,2.0NRT,285.33,1.1,N
49.83098,-99.90881,300.84,0.42,0.61,2024-08-26,07:46,N21,nominal,2.0NRT,284.94,1.1,N
49.33108,-95.97876,345.37,0.55,0.51,2024-08-26,07:46,N21,nominal,2.0NRT,290.68,9.68,N
49.32638,-95.97935,331.66,0.55,0.51,2024-08-26,07:46,N21,nominal,2.0NRT,290.77,6.84,N
49.32932,-95.9782,351.26,0.55,0.51,2024-08-26,07:46,N21,nominal,2.0NRT,291.55,11.26,N
49.32462,-95.97879,327.47,0.55,0.51,2024-08-26,07:46,N21,nominal,2.0NRT,290.05,4.94,N
45.07115,-83.40605,323.83,0.43,0.38,2024-08-26,07:46,N21,nominal,2.0NRT,292.74,3.34,N
44.05448,-77.11873,302.07,0.53,0.5,2024-08-26,07:46,N21,nominal,2.0NRT,289.29,1.64,N
44.05492,-77.11926,300.38,0.53,0.5,2024-08-26,07:46,N21,nominal,2.0NRT,289.22,1.56,N
46.5169,-84.39569,302.54,0.39,0.37,2024-08-26,07:46,N21,nominal,2.0NRT,288.74,0.65,N
47.63704,-90.7152,301.22,0.48,0.4,2024-08-26,07:46,N21,nominal,2.0NRT,290.63,0.57,N
46.51361,-84.39689,300.35,0.39,0.37,2024-08-26,07:46,N21,nominal,2.0NRT,289.58,0.65,N
39.47031,-84.38741,321.56,0.47,0.4,2024-08-26,07:48,N21,nominal,2.0NRT,292.02,2.27,N
39.47341,-84.4034,310.04,0.47,0.4,2024-08-26,07:48,N21,nominal,2.0NRT,292.73,1.46,N
39.47238,-84.39808,305.06,0.47,0.4,2024-08-26,07:48,N21,nominal,2.0NRT,292.68,1.25,N
