latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
48.18909,-64.9194,305.06,0.34,0.56,2024-07-16,05:33,N21,nominal,2.0NRT,289.44,1.29,N
17.69895,-64.74841,314.25,0.47,0.39,2024-07-16,05:42,N21,nominal,2.0NRT,295.53,3.48,N
18.00591,-66.65677,303.82,0.4,0.44,2024-07-16,05:42,N21,nominal,2.0NRT,293.38,0.68,N
45.78208,-73.90914,299.25,0.46,0.39,2024-07-16,07:14,N21,nominal,2.0NRT,283.05,0.88,N
48.18887,-64.92352,301.95,0.63,0.54,2024-07-16,07:14,N21,nominal,2.0NRT,289.11,2.37,N
46.04269,-73.1452,295.7,0.49,0.4,2024-07-16,07:14,N21,nominal,2.0NRT,269.29,0.73,N
45.83752,-73.25381,314.93,0.49,0.4,2024-07-16,07:14,N21,nominal,2.0NRT,286.7,2.84,N
43.08079,-77.38318,307.19,0.4,0.37,2024-07-16,07:16,N21,nominal,2.0NRT,286.53,0.53,N
39.08089,-79.69016,307.9,0.39,0.36,2024-07-16,07:16,N21,nominal,2.0NRT,290.77,0.58,N
38.54768,-76.68792,308.23,0.48,0.4,2024-07-16,07:16,N21,nominal,2.0NRT,295.65,2,N
39.58394,-81.6786,302.32,0.39,0.36,2024-07-16,07:16,N21,nominal,2.0NRT,289.76,0.66,N
41.00278,-96.15563,307.21,0.6,0.71,2024-07-16,07:16,N21,nominal,2.0NRT,291.12,1.8,N
41.00237,-96.15366,302.78,0.6,0.71,2024-07-16,07:16,N21,nominal,2.0NRT,290.82,1.74,N
39.43332,-77.97768,308.23,0.42,0.38,2024-07-16,07:16,N21,nominal,2.0NRT,296.19,1.83,N
39.91096,-80.79803,302.53,0.38,0.36,2024-07-16,07:16,N21,nominal,2.0NRT,292.26,0.68,N
40.02673,-81.33218,304.69,0.39,0.36,2024-07-16,07:16,N21,nominal,2.0NRT,288.1,0.34,N
39.55921,-77.17426,312.93,0.44,0.39,2024-07-16,07:16,N21,nominal,2.0NRT,295.17,1.45,N
41.36965,-91.1158,302.96,0.33,0.55,2024-07-16,07:16,N21,nominal,2.0NRT,289.06,0.75,N
40.30874,-80.60789,326.26,0.38,0.36,2024-07-16,07:16,N21,nominal,2.0NRT,293.29,3.33,N
40.312,-80.60703,314.86,0.38,0.36,2024-07-16,07:16,N21,nominal,2.0NRT,293.5,1.82,N
41.73212,-95.90862,304.42,0.59,0.7,2024-07-16,07:16,N21,nominal,2.0NRT,288.97,1.11,N
40.30501,-79.87642,329.26,0.39,0.36,2024-07-16,07:16,N21,nominal,2.0NRT,295.75,4.25,N
41.73285,-95.91013,299.82,0.59,0.7,2024-07-16,07:16,N21,nominal,2.0NRT,288.75,1.34,N
