latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
43.57061,-105.36762,304.54,0.34,0.56,2024-06-22,09:45,N21,nominal,2.0NRT,283,1.03,N
48.88457,-122.74034,295.77,0.39,0.44,2024-06-22,09:45,N21,nominal,2.0NRT,279.99,1.49,N
48.21757,-120.51373,316.05,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,268.53,1.88,N
48.21569,-120.52978,302.57,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,268.89,1,N
48.21336,-120.50929,316.1,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,270,2.86,N
48.21259,-120.5024,300.41,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,268.78,2.86,N
48.20984,-120.51085,327.98,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,271.62,2.86,N
48.2063,-120.51231,324.73,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,270.95,3.57,N
48.2071,-120.5193,296.81,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,269.81,1.89,N
48.16619,-120.48476,306.9,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,270.09,1.58,N
48.16553,-120.47891,306.47,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,270.56,1.58,N
45.81265,-108.43456,298.98,0.42,0.46,2024-06-22,09:45,N21,nominal,2.0NRT,286.56,0.86,N
46.32682,-111.61526,296.49,0.47,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,283.75,0.78,N
45.94484,-111.47559,302.61,0.48,0.4,2024-06-22,09:45,N21,nominal,2.0NRT,285.81,1.88,N
44.99501,-108.62814,297.41,0.44,0.46,2024-06-22,09:45,N21,nominal,2.0NRT,283.58,0.6,N
41.07689,-108.69735,298.17,0.54,0.51,2024-06-22,09:47,N21,nominal,2.0NRT,278.74,0.97,N
42.46688,-116.92139,300.46,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,284.17,0.34,N
42.45941,-116.93821,303.57,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,285.5,0.84,N
42.45483,-116.91051,303.3,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,285.18,1.05,N
42.45615,-116.93918,311.58,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,288.12,1.11,N
41.07651,-108.69652,297.38,0.54,0.51,2024-06-22,09:47,N21,nominal,2.0NRT,278.71,0.89,N
42.45158,-116.9115,298.81,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,284.41,0.82,N
42.45061,-116.92632,300.48,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,286.3,0.51,N
42.44984,-116.92171,300.08,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,285.52,0.51,N
42.44506,-116.91348,303.23,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,286.24,0.91,N
42.44333,-116.92363,313.51,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,288.32,1.49,N
41.87509,-112.19238,295.94,0.53,0.42,2024-06-22,09:47,N21,nominal,2.0NRT,283.17,1.41,N
43.1451,-115.66973,298.46,0.4,0.37,2024-06-22,09:47,N21,nominal,2.0NRT,286.62,0.87,N
45.64456,-120.21409,303.58,0.43,0.38,2024-06-22,09:47,N21,nominal,2.0NRT,287.75,1.21,N
44.5418,-117.42002,302.83,0.38,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,287.36,0.64,N
41.23512,-103.69853,298.88,0.47,0.64,2024-06-22,09:47,N21,nominal,2.0NRT,283.41,0.76,N
41.78513,-107.10128,315.45,0.62,0.54,2024-06-22,09:47,N21,nominal,2.0NRT,280.96,4.01,N
41.78329,-107.09414,309.21,0.62,0.54,2024-06-22,09:47,N21,nominal,2.0NRT,279.67,4.01,N
43.6977,-116.28576,305.59,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,285.67,0.72,N
41.26917,-105.60358,310.69,0.38,0.59,2024-06-22,09:47,N21,nominal,2.0NRT,282.17,1.55,N
42.68748,-111.59221,300.17,0.55,0.42,2024-06-22,09:47,N21,nominal,2.0NRT,284.33,1.75,N
42.68612,-111.58585,309.34,0.55,0.42,2024-06-22,09:47,N21,nominal,2.0NRT,284.62,1.75,N
42.68372,-111.59364,337.7,0.55,0.42,2024-06-22,09:47,N21,nominal,2.0NRT,287.09,22.32,N
43.18065,-115.73414,305.68,0.4,0.37,2024-06-22,09:47,N21,nominal,2.0NRT,282.49,0.91,N
43.1484,-115.66866,306.16,0.4,0.37,2024-06-22,09:47,N21,nominal,2.0NRT,285.29,0.87,N
42.44256,-116.91903,301.47,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,287.64,0.91,N
42.4418,-116.91442,309.74,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,287.28,0.91,N
42.44104,-116.90985,308.95,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,287.32,1.2,N
42.43778,-116.9108,301.72,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,288.01,0.62,N
42.4343,-116.93109,304.88,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,288.85,0.9,N
42.43354,-116.92648,300.02,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,287.46,0.9,N
42.43051,-116.90818,299.84,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,287.14,0.77,N
42.43028,-116.92744,310.37,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,289.75,0.9,N
42.42789,-116.93602,300.9,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,288.22,0.84,N
42.42464,-116.93702,299.69,0.39,0.36,2024-06-22,09:47,N21,nominal,2.0NRT,288.4,0.84,N
41.06322,-111.53332,295.56,0.39,0.44,2024-06-22,09:47,N21,nominal,2.0NRT,285.15,0.78,N
40.35984,-110.32427,297.75,0.47,0.48,2024-06-22,09:47,N21,nominal,2.0NRT,280.78,1.55,N
40.28797,-110.14146,306.27,0.48,0.48,2024-06-22,09:47,N21,nominal,2.0NRT,284.91,0.89,N
40.25224,-110.22588,307.85,0.47,0.48,2024-06-22,09:47,N21,nominal,2.0NRT,282.36,1.08,N
40.21789,-110.07932,296.06,0.48,0.48,2024-06-22,09:47,N21,nominal,2.0NRT,284.85,0.54,N
40.22086,-110.13141,298.76,0.48,0.48,2024-06-22,09:47,N21,nominal,2.0NRT,283.56,0.47,N
42.17661,-123.01803,313.92,0.5,0.41,2024-06-22,09:47,N21,nominal,2.0NRT,288.64,2.02,N
42.38415,-122.77303,298.61,0.49,0.4,2024-06-22,09:47,N21,nominal,2.0NRT,288.49,0.91,N
