latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
48.25401,-79.01989,303.39,0.56,0.52,2024-06-16,06:35,N21,nominal,2.0NRT,282.56,1.25,N
46.37031,-72.38794,299.45,0.43,0.38,2024-06-16,06:35,N21,nominal,2.0NRT,283.1,0.76,N
45.27831,-66.01368,298.78,0.42,0.38,2024-06-16,06:35,N21,nominal,2.0NRT,285.27,1.16,N
46.04428,-73.14441,308.42,0.45,0.39,2024-06-16,06:35,N21,nominal,2.0NRT,287.42,1.39,N
46.04358,-73.13857,304.96,0.45,0.39,2024-06-16,06:35,N21,nominal,2.0NRT,284.95,1.39,N
45.83978,-73.24483,295,0.45,0.39,2024-06-16,06:35,N21,nominal,2.0NRT,283.66,0.86,N
45.83693,-73.2515,315.81,0.45,0.39,2024-06-16,06:35,N21,nominal,2.0NRT,285,2.85,N
45.61971,-71.60632,299.06,0.41,0.37,2024-06-16,06:35,N21,nominal,2.0NRT,279.53,1,N
45.82055,-73.26739,298.31,0.45,0.39,2024-06-16,06:35,N21,nominal,2.0NRT,286.11,0.84,N
45.78035,-73.91368,300.51,0.48,0.4,2024-06-16,06:35,N21,nominal,2.0NRT,278.45,1.07,N
45.64182,-73.52334,301.76,0.46,0.39,2024-06-16,06:35,N21,nominal,2.0NRT,288.18,1.25,N
45.34104,-73.52394,299.43,0.46,0.39,2024-06-16,06:35,N21,nominal,2.0NRT,283.57,1.19,N
45.33945,-73.52618,299.16,0.46,0.39,2024-06-16,06:35,N21,nominal,2.0NRT,283.73,0.9,N
48.18876,-64.921,295.84,0.42,0.37,2024-06-16,06:35,N21,nominal,2.0NRT,282.44,0.53,N
40.73344,-86.4348,307.56,0.59,0.7,2024-06-16,06:37,N21,nominal,2.0NRT,285.22,1.39,N
40.39553,-79.85802,309.54,0.52,0.5,2024-06-16,06:37,N21,nominal,2.0NRT,280.79,2.22,N
40.39506,-79.85182,302.15,0.52,0.5,2024-06-16,06:37,N21,nominal,2.0NRT,283.83,2.87,N
40.39097,-79.85862,306.31,0.52,0.5,2024-06-16,06:37,N21,nominal,2.0NRT,279.88,1.72,N
40.3905,-79.85252,315.23,0.52,0.5,2024-06-16,06:37,N21,nominal,2.0NRT,282.69,3.17,N
39.96183,-76.59464,307.72,0.53,0.42,2024-06-16,06:37,N21,nominal,2.0NRT,285.79,0.95,N
39.96347,-76.59519,302.01,0.53,0.42,2024-06-16,06:37,N21,nominal,2.0NRT,285.05,1.25,N
39.94044,-76.81545,306.6,0.54,0.42,2024-06-16,06:37,N21,nominal,2.0NRT,288.07,1.79,N
39.58822,-75.63477,304.51,0.48,0.4,2024-06-16,06:37,N21,nominal,2.0NRT,293.06,2.14,N
39.58458,-75.63548,304.57,0.48,0.4,2024-06-16,06:37,N21,nominal,2.0NRT,292.56,1.77,N
39.79809,-77.80178,295.23,0.4,0.44,2024-06-16,06:37,N21,nominal,2.0NRT,284.87,0.4,N
39.42172,-74.54331,302.4,0.44,0.38,2024-06-16,06:37,N21,nominal,2.0NRT,286.43,0.77,N
39.87613,-86.4871,296.76,0.58,0.7,2024-06-16,06:37,N21,nominal,2.0NRT,278.34,1.31,N
39.87496,-86.48598,298.25,0.58,0.7,2024-06-16,06:37,N21,nominal,2.0NRT,278.83,1.53,N
39.74644,-86.49797,297.37,0.58,0.7,2024-06-16,06:37,N21,nominal,2.0NRT,285.15,0.69,N
39.7455,-86.49784,298.82,0.58,0.7,2024-06-16,06:37,N21,nominal,2.0NRT,285.44,0.76,N
39.5277,-86.38094,301.97,0.57,0.69,2024-06-16,06:37,N21,nominal,2.0NRT,287.82,1.24,N
38.84867,-76.78305,297.77,0.52,0.42,2024-06-16,06:37,N21,nominal,2.0NRT,286.23,0.43,N
39.08109,-79.69135,295.33,0.49,0.49,2024-06-16,06:37,N21,nominal,2.0NRT,282.96,0.86,N
39.07808,-79.69299,300.06,0.49,0.49,2024-06-16,06:37,N21,nominal,2.0NRT,283.8,0.96,N
38.65379,-77.79704,297.22,0.39,0.44,2024-06-16,06:37,N21,nominal,2.0NRT,286.36,0.87,N
38.65334,-77.79265,300.8,0.39,0.44,2024-06-16,06:37,N21,nominal,2.0NRT,286.83,0.55,N
38.77585,-79.39252,300.22,0.47,0.48,2024-06-16,06:37,N21,nominal,2.0NRT,283.47,0.9,N
38.95325,-81.92878,319.06,0.32,0.55,2024-06-16,06:37,N21,nominal,2.0NRT,286.1,1.64,N
38.83698,-84.24154,320.22,0.43,0.62,2024-06-16,06:37,N21,nominal,2.0NRT,286.74,4.12,N
