latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
43.23897,-75.20712,304.43,0.39,0.36,2024-07-06,07:01,N21,nominal,2.0NRT,288.66,0.69,N
44.76745,-93.04228,296.92,0.63,0.72,2024-07-06,07:01,N21,nominal,2.0NRT,285.22,1.26,N
43.86636,-79.49786,302.23,0.43,0.38,2024-07-06,07:01,N21,nominal,2.0NRT,287.76,0.3,N
43.881,-78.69872,301.32,0.41,0.37,2024-07-06,07:01,N21,nominal,2.0NRT,290.22,0.71,N
44.05354,-77.11999,309.05,0.39,0.36,2024-07-06,07:01,N21,nominal,2.0NRT,290.85,1.22,N
44.16689,-76.80173,306.38,0.39,0.36,2024-07-06,07:01,N21,nominal,2.0NRT,290.47,1.01,N
46.72757,-92.07505,299.96,0.57,0.69,2024-07-06,07:01,N21,nominal,2.0NRT,284.14,2.41,N
46.73397,-92.07508,300.89,0.57,0.69,2024-07-06,07:01,N21,nominal,2.0NRT,285.18,3.16,N
46.729,-92.07753,322.01,0.57,0.69,2024-07-06,07:01,N21,nominal,2.0NRT,285.6,4.1,N
46.52006,-84.38194,319.18,0.48,0.48,2024-07-06,07:01,N21,nominal,2.0NRT,279.14,2.53,N
46.51958,-84.3756,325.63,0.48,0.48,2024-07-06,07:01,N21,nominal,2.0NRT,281.36,5.17,N
46.52353,-84.36857,300.04,0.48,0.48,2024-07-06,07:01,N21,nominal,2.0NRT,280.01,1,N
46.52401,-84.37491,296.82,0.48,0.48,2024-07-06,07:01,N21,nominal,2.0NRT,279.91,1,N
48.18611,-64.92361,304.27,0.46,0.47,2024-07-06,07:01,N21,nominal,2.0NRT,287.28,1.76,N
39.81079,-74.60022,305.62,0.42,0.38,2024-07-06,07:03,N21,nominal,2.0NRT,292.22,0.78,N
39.8074,-74.60126,305.82,0.42,0.38,2024-07-06,07:03,N21,nominal,2.0NRT,292.22,0.78,N
39.80577,-74.61197,312.4,0.42,0.38,2024-07-06,07:03,N21,nominal,2.0NRT,292.39,1.62,N
39.80489,-74.60715,314.8,0.42,0.38,2024-07-06,07:03,N21,nominal,2.0NRT,292.46,1.36,N
39.804,-74.60231,313.26,0.42,0.38,2024-07-06,07:03,N21,nominal,2.0NRT,292.39,1.36,N
